"Collector.Collection.Number","Collector","Collection.Number","Longitude","Latitude","Altitude","Length.Lamina","Width.Lamina","Length.Synflorescence.Axis","Perimeter.Synflorescence.Axis","Number.Pairs.Sterile.Leaves.Per.Synflorescence","Number.Capitula.Per.Synflorescence","Length.Cyme.Peduncle","Diameter.Capitulum","Length.Sterile.Phyllary","Width.Sterile.Phyllary","Length.Ray.Flower.Corolla","Length.Disc.Flower.Corolla","Length.Disc.Flower.Tube","Type.Taxa","Cited.Cuatrecasas.Monograph.Taxa"
"YAM_1032","Pineda Yam",1032,NA,NA,NA,45.4333333333333,2.66666666666667,85.0666666666667,2.9,0,6,4.02666666666667,2.55,20.4666666666667,16.0333333333333,20.4,9.66666666666667,2.8,NA,NA
"YAM_1033","Pineda Yam",1033,NA,NA,NA,43.2333333333333,4.86333333333333,117.566666666667,3.16666666666667,0,17.6666666666667,1.245,1.78666666666667,11.1,6.1,6.53333333333333,9.2,5.43333333333333,NA,NA
"YAM_1034","Pineda Yam",1034,NA,NA,NA,40,6.66666666666667,96.7333333333333,3.23333333333333,0,16,3.065,1.13166666666667,9.86666666666667,5.06666666666667,6.76666666666667,4.68333333333333,2.8,NA,NA
"YAM_1035","Pineda Yam",1035,NA,NA,NA,32.1333333333333,3.42333333333333,84.1333333333333,1.9,0,26.6666666666667,2.73333333333333,1.32,11.3333333333333,5.1,6.53333333333333,6.5,1.7,NA,NA
"YAM_1036","Pineda Yam",1036,NA,NA,NA,41.0333333333333,4.46666666666667,82.9,1.9,0,13.6666666666667,2.78,1.55,10.9,4,4.53333333333333,5.76666666666667,2.63333333333333,NA,NA
"YAM_1037","Pineda Yam",1037,NA,NA,NA,45.1,6.03333333333333,98.8333333333333,2.06666666666667,0,32,1.50666666666667,1.66,14.6666666666667,6.4,8.76666666666667,6.23333333333333,1.93333333333333,NA,NA
"YAM_1038","Pineda Yam",1038,NA,NA,NA,41.9666666666667,5.69666666666667,103.2,2.16666666666667,0,32.6666666666667,2.58333333333333,1.61,12.4666666666667,5.33333333333333,9.53333333333333,5.86666666666667,2.23333333333333,NA,NA
"YAM_1039","Pineda Yam",1039,NA,NA,NA,41.3,5.24666666666667,94.5,2.03333333333333,0,24,2.08,1.51666666666667,14.7333333333333,4.66666666666667,8.83333333333333,6.26666666666667,2.16666666666667,NA,NA
"YAM_1040","Pineda Yam",1040,NA,NA,NA,36.1,5.35333333333333,89.2,2.03333333333333,0,24,3.19666666666667,1.76666666666667,12.2666666666667,6.16666666666667,9.63333333333333,6.93333333333333,2.7,NA,NA
"YAM_1041","Pineda Yam",1041,NA,NA,NA,38.9,6.20666666666667,100.9,2.1,0,13,3.41,1.40333333333333,10.5,4.96666666666667,5.66666666666667,4.26666666666667,2.93333333333333,NA,NA
"YAM_1042","Pineda Yam",1042,NA,NA,NA,39.5333333333333,6.10666666666667,80.6333333333333,2.3,0,46.6666666666667,2.76333333333333,5.83,13.5,5.43333333333333,7.23333333333333,5.03333333333333,2.4,NA,NA
