"Rownames.Meanphenodata","Collector.Collection.Number","Longitude","Latitude","Altitude","Phenotypic.Group","Uncertainty","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
198,"YAM_263",-74.29304,4.21882,3470,3,4.86815455867928e-05,-0.388706395285936,0.27454330916146,0.533896524761174,0.390399206294285,0.376869569827631,0.189388738702202,0.18107543955359,-0.0327737350653644,-0.236380610570011,-0.313216820899396,0.114618884803829,0.0377822763510771
222,"YAM_287",-74.26355,4.19561,3790,2,1.56432798792405e-06,-0.746945901198359,-0.226572504896873,-0.393529896988523,-0.149776608701005,0.360964258055069,-0.182090739767728,-0.0025516357308709,0.00573029222864954,0.197172819611641,-0.16929241036661,-0.17587568716778,-0.0500969509022207
223,"YAM_288",-74.26295,4.19551,3779,2,1.47726275656623e-12,0.326146650123742,-0.576768453173311,-0.599456339347871,0.0086642993014974,0.0391055230310074,-0.399127185249612,-0.0684893345376386,0.0906559266073711,0.205465374913701,-0.161854727570558,0.0224742631024946,0.0562537023034857
225,"YAM_290",-74.26645,4.21575,3612,2,1.15458087535103e-10,-0.658151120206004,-0.661975572289909,0.423696077469439,0.512349887154026,-0.239553362346013,0.136922759798134,0.0584629581825126,-0.363767786558009,0.0675241849333053,-0.0278306174169616,-0.0971524783515608,-0.267495085790359
227,"YAM_292",-74.23093,4.20561,3784,2,2.81225986942246e-08,-0.608515655832718,0.114713769446029,-0.00626539757795483,-0.637100137584888,0.747901102537066,0.00726041270607197,-0.423165812137683,-0.0864591832605759,0.0742984482995481,-0.0307147697578946,-0.00947174493707985,0.0103060755061872
229,"YAM_294",-74.23469,4.20434,3924,2,6.5950921630531e-06,-0.271732994479712,0.218883076885501,-0.994306125919208,0.327036910982539,0.414043808532453,-0.0474204106130904,-0.230472645648677,0.0133068104795079,0.0409973492512438,0.0321904329948448,0.00511697745300474,-0.130877196527545
230,"YAM_295",-74.23512,4.20227,3925,2,1.11799411439684e-06,-0.171826165407591,-0.401495653813067,-0.111285166687154,0.382753963027985,-0.445878123896048,0.230556861858249,-0.139306976241776,-0.11271452786668,0.161091022439262,-0.0402864447542104,-0.0972467242440953,-0.213352366479553
231,"YAM_296",-74.2355,4.20116,3931,2,1.96650079109517e-07,0.325339823761689,-0.396952658134473,-0.479711870391397,0.387563103435621,-0.63252632453347,0.436270335944533,0.0881859507309757,0.114634650090858,-0.0850565687873999,-0.205034607395842,0.16785627651453,-0.207754106069164
233,"YAM_298",-74.23619,4.19973,3902,2,5.85373971517811e-11,0.21637202659483,-0.712269482897081,-0.33081241978259,0.786541798300179,-0.0596868916755006,-0.134906173769878,0.293416616861043,0.517644412470724,-0.104922426395443,-0.0357054080917456,0.104285358917436,-0.151211564463011
238,"YAM_303",-74.23816,4.19772,3979,2,0.0701662239224596,1.33933033257873,-0.184772540492637,-0.383344250427257,-0.773409819230545,0.143557607994077,-0.000781883828268867,0.079366173274671,0.361705466474963,-0.267557158564235,-0.175352574287849,0.0362659386055183,0.0645217430467965
239,"YAM_304",-74.25113,4.19473,3755,2,0.0005421859532031,-0.306126741727815,-0.469626309447819,-0.278132678337917,-0.489742551341408,0.310632142448453,-0.2768005466424,0.0693445617435247,0.225393977147544,0.185076207016826,0.0941094802087419,-0.103526477372728,-0.0418543208418152
241,"YAM_306",-74.26306,4.18392,3688,2,1.75886042498297e-05,-0.587347411882511,-0.380140818079411,-0.716724224460877,-0.354023682057859,0.2546496928117,0.125870874154512,0.0539762939392974,-0.15467455559975,0.472638594478819,0.0952892408471947,0.127989182287508,0.00888679978471347
243,"YAM_308",-74.26581,4.18251,3675,2,1.96777541965343e-05,-0.713942228808686,0.0175562072190364,-0.818820163569024,0.413075621965681,-0.0389059292113921,-0.0929762901278102,-0.062714041358734,0.150550741402701,0.227382223168587,-0.0873754760274405,-0.0919780628955136,0.0454074865617834
245,"YAM_310",-74.27023,4.17782,3674,2,0.000579470067683108,-0.733778285164295,-0.512359831861876,-0.232179287254131,-0.466206161993623,-0.0265077634942368,-0.147928208801312,-0.0424902147934469,0.0962947611386469,-0.0248863491906753,-0.029895802660099,-0.121744551167839,-0.0560208617554249
247,"YAM_312",-74.27858,4.18143,3622,3,0.00061198876406976,0.0370231764313916,0.0377011830598072,0.512627902669071,0.309836226044037,-0.0848441883597483,-0.258102716527922,0.166248971084495,-0.179181725013478,0.103457144007504,-0.363212632758878,0.142717456331848,-0.0391502110911765
249,"YAM_314",-74.27807,4.18219,3641,3,0.000224493217058308,-0.690251518605622,0.212393555682695,0.706201068931547,-0.0780818491757523,-0.164181513727747,-0.761977925606683,-0.794151982537665,0.284839512237903,-0.265185863725907,0.196246788821145,-0.0168155576078185,0.0419166413476824
251,"YAM_316",-74.33895,3.8651,3657,2,3.0720030009812e-06,-1.4983068370673,-0.196496295949139,-0.804008000384802,-0.279812677146387,-1.16168370421965,-0.357901447203617,-0.182392192989494,-0.140614219000576,0.317392466024302,-0.152714414549688,-0.132991575236387,-0.0197194967978825
256,"YAM_321",-74.26249,4.18777,3733,2,9.68169144854869e-09,-0.330146913964852,-0.781152306302097,0.325253449701597,0.270921359072388,-0.831964092306727,0.198880249578814,-0.00134574324529058,-0.2118651141502,0.237224122419022,0.04412993976393,-0.0807930761581755,0.0886118615841531
258,"YAM_323",-74.26249,4.18777,3733,2,1.19717774756944e-05,-0.704006198335967,0.218702683084606,-0.374705081773832,0.39938838990366,0.20116113605022,-0.364204414661129,-0.217096351053976,0.0960505658487892,-0.168921075095626,-0.131050404758451,0.0228979248128798,-0.0276230581399604
260,"YAM_325",-74.26916,4.19048,3788,2,1.18565890039335e-06,0.515840364538307,-0.289742726295524,-0.430306870249532,0.799612057109056,0.197783698530487,0.0405357334662963,-0.0674091478565514,0.202111786361076,-0.026376775541557,0.0252176794586682,0.163252886680031,0.0385305086170652
263,"YAM_328",-74.26916,4.19048,3788,2,1.02124580170226e-06,-0.262223457333788,-0.000261707530396189,-0.663681585753536,0.123133498338714,-0.0125144051086148,0.0358884370205682,-0.00733763286428998,0.028172674890206,0.202418226499104,-0.292059042141496,-0.263418453771596,-0.0448252893724511
266,"YAM_331",-74.27805,4.19028,3806,5,7.20684839583541e-08,1.36584008340862,0.265756401134939,-0.258118400150476,0.1526179272663,0.393711125764668,-0.591744052648559,0.0940181513552326,0.0261079381012263,-0.0918528103156977,0.0319488035411621,-0.11424521662014,0.00109223376164924
272,"YAM_337",-74.2765,4.18922,3833,2,0.00445746147824921,-0.653011166375195,0.326243285276136,-0.639503391149364,-0.133667185003411,-0.185708500237286,0.149361858997087,-0.0609761896805392,0.173231494831025,-0.125594834599364,-0.353559286275476,0.0552907676722442,-0.00224644772765545
273,"YAM_338",-74.43085,3.8214,3899,3,1.28980924368749e-05,-0.174759207896016,1.00102314604945,0.217841139839258,0.487337813364319,-0.761038471308,0.232616260568021,-0.234868955891632,0.0574146942055821,0.192069719570807,-0.0694836559967637,0.187078051264938,-0.00437534205439481
286,"YAM_351",-74.44579,3.83695,3598,3,1.17743933295555e-05,-0.716873730775145,0.28424847342456,0.897231092097896,0.331005844138362,-0.422878253078398,0.279108473077732,-0.298868806574834,-0.213578075468381,0.0791487202437122,-0.0522791130032302,-0.0463636672143247,-0.142965081544775
288,"YAM_353",-74.44,3.83,3675,3,6.12706364910842e-06,-0.0996566477839437,0.451669452573238,0.828892719167487,-0.109960771599592,-0.811409855298405,0.465306130189527,-0.113672392635489,-0.025818959067559,0.153822447471695,-0.218443138927459,0.0524483538061023,0.146972921517233
290,"YAM_355",-74.42495,3.82546,3796,2,4.13236558202135e-05,0.707358917350995,-1.54366290045621,0.0195412390779617,0.295542733882055,-0.312539372895672,0.527359822554444,-0.214019664822326,0.33775716318695,-0.293052942371142,-0.217381749917883,-0.151474911335512,0.170541811877207
291,"YAM_356",-74.44601,3.83092,3686,3,7.05033117909259e-06,-0.220759685055867,0.764900379154569,0.5840231409636,0.128426138602195,-0.628806524467689,0.468565943984213,-0.0477751974728282,0.113706842392285,0.143843415872689,0.0727579892067526,-0.0836980214618046,0.0160708461439362
299,"YAM_364",-74.29517,4.21261,3486,2,1.31118360613414e-09,-0.35002757180603,-0.491391320574726,0.323431543934044,0.478620397663559,-0.275379464985557,0.382045263399007,0.420497203271815,-0.269675098839601,0.257255663859211,0.0481520789358121,-0.115111070482602,0.0934224251639955
313,"YAM_378",-74.33472,3.83389,3856,3,7.07564099844404e-05,0.09606382724306,0.819271149022816,0.135140296422847,0.319996486743286,0.0480638294221275,0.193790426007856,-0.309536112697708,0.0275833505119008,-0.0339421742186674,-0.0611519781204329,-0.279527537137568,0.053462963733488
317,"YAM_382",-74.33264,3.8255,3928,5,1.88174518189754e-08,2.84744794709721,-0.153630878244377,0.0974084909852374,-0.384977882770938,-0.79287705627261,0.0196313886515137,0.276764262342107,0.340627454173268,0.216921843346128,0.01111974461915,0.144416344540349,0.0577071845518309
318,"YAM_383",-74.33249,3.825,3942,1,5.74779952742244e-05,1.75102024080767,0.74726181932421,-0.234017836704561,-0.540976733221265,0.350167933032493,0.213482142683902,-0.136399117107892,0.109971037212135,0.117984442205221,0.137973528663044,-0.127316004801343,0.0270783187714569
322,"YAM_387",-74.33266,3.8247,3939,5,0.00105715627504566,1.24186798202096,0.152115953160811,0.401642118384737,-0.448304505094578,-0.149802310456696,0.140864632713896,-0.46286711959807,0.231527151797827,0.164587206765103,-0.579243380727945,-0.0215534466011858,0.0470004513294402
323,"YAM_388",-74.33282,3.82573,3926,2,1.12019897402504e-05,-0.324959482098988,-0.216879900668829,0.171121276001279,0.284280310767921,-0.717633173387586,0.133684641122897,-0.0269407098106299,-0.0897104002884943,-0.132328897365808,-0.0350911816135649,-0.0609669291767844,0.0923419845217389
324,"YAM_389",-74.33289,3.82572,3929,5,0.000808209992928632,1.07358763128061,0.327146372129191,0.138560943611151,-0.171548463513012,0.0341844915141278,-0.0689314500939606,-0.301212190139991,0.257900098726793,-0.269060604991848,0.0299269307713905,0.348825061517726,0.139502011080406
329,"YAM_394",-74.2897,4.2025,3666,2,0.000246821917082363,-0.887307083775376,0.187728772777174,-0.0529165553723009,0.559831137207361,-0.358093810456149,0.0927478625211359,0.152693857860606,-0.146307372615066,-0.0103448529259642,0.225732998822873,-0.1763288574195,-0.0431954778660412
331,"YAM_396",-74.28972,4.20028,3647,2,1.41962335442614e-07,-0.538462520955662,0.202356020161523,-0.0024694855944588,0.168031982880496,-0.565138330795539,0.30083714677684,0.23413715542272,-0.402332147859956,0.14013649852913,0.0616313530407183,-0.0860580413462104,-0.0664002442180427
340,"YAM_405",-74.2936,4.19889,3610,3,4.1864813454473e-05,-0.277348118513717,0.0503888916425523,0.734359441322623,-0.118511840908055,0.427835088433704,-0.0252352411885253,0.234438352532905,-0.107613160688134,-0.0602965799085784,-0.0433616830006758,0.274968273117288,0.171949570359953
345,"YAM_410",-74.22016,4.28363,3889,5,1.95540928710214e-05,1.59531047172183,-0.174814140656405,0.0677466154976977,0.158634072995166,0.0818656445012613,-0.236350188885365,-0.249848448597633,-0.482280800948916,-0.14571715675855,-0.269569339289849,-0.206407155613229,-0.134633779222433
346,"YAM_411",-74.28843,4.21239,3578,2,5.78933478934118e-09,-1.22751894612002,-0.475608898975535,0.326984020390663,-0.169565515112991,-0.0157171755988979,-0.043691558889208,0.375768721935811,-0.457657579133088,0.354752847254816,0.0929971041364572,-0.196109614245034,0.0363980315710558
347,"YAM_412",-74.29556,4.2043,3551,2,4.13871949489497e-06,-1.24053723162024,-1.132546520422,0.0897295457334989,-0.259148904376874,-0.802441077845182,-0.336185386597803,-0.329207522734538,-0.136662190923248,0.211062620523165,-0.0703423076610556,-0.156870838384399,0.117808135548062
348,"YAM_413",-74.29967,4.20053,3538,3,0.000757005695245727,-0.453700119796442,-0.278564955624314,0.984427212440538,0.16228227440494,0.2904219497473,-0.039525648836262,0.137668503375593,-0.370576016852564,0.142830722190686,-0.0152507723937329,-0.060037350616122,0.0927897833643719
349,"YAM_414",-74.29276,4.21783,3527,3,0.000634553600559085,-0.369208143320588,-0.3507525563703,1.03116340205053,-0.0726483384307852,0.265155322051428,-0.132712650748205,0.127396881863556,-0.268905235695211,0.0175667095032873,-0.113649483337816,-0.0313923656362219,-0.0873950700468402
350,"YAM_415",-74.2907,4.20966,3587,5,8.56686819301622e-05,1.78638474311874,-0.0570511497812596,0.00928333431404459,-0.300666564331055,0.322813361023702,-0.306172734979762,0.186429497456465,-0.222255885353731,-0.0809245759727724,0.0245170333257406,0.0143362451104929,-0.0411640125709164
351,"YAM_416",-74.29082,4.20229,3641,2,0.000337644133101112,-0.513358944789397,0.834321567850258,-0.477385495221501,0.0936263849630604,-0.360146181759016,0.302166033031203,0.091921689289238,-0.233280393605371,-0.0173345849671204,-0.115726506151869,-0.0213353463858592,0.0471650567384597
352,"YAM_417",-74.28983,4.20037,3647,2,1.44995127016045e-13,1.3280196883086,-0.563472680037006,-0.382507066429623,-0.0383038779517711,-0.0301217644397134,-0.266337700723042,0.0459120015644355,-0.145200681793303,0.0160714569536382,0.0214098523302571,-0.121277538173202,0.0772662645394981
353,"YAM_418",-74.28981,4.20039,3647,3,0.000692107343986059,0.0364514672437368,0.218725976114693,0.390329395674925,0.244745752455614,0.307236939251312,-0.115351710369341,0.308253170111082,-0.034523460423534,-0.103202350665063,-0.0543459193011925,0.120466150099311,0.0360157731888438
355,"YAM_420",-74.22052,4.28332,3893,2,8.44714698633453e-07,-0.334499288920209,-0.653040589415312,-0.894369526463431,0.20356904630449,0.321184021357252,0.284828297616848,0.0968565641806947,0.132898227536866,0.00235244069601409,-0.0590723266007269,-0.0652633677687715,-0.0688546036267528
403,"YAM_468",-74.18947,4.2928,3828,3,0.00195842838322979,0.467998700744074,0.726745194071547,0.000583895157279801,0.692292711597284,-0.942904110656785,-0.134699880019606,-0.0698632053033482,0.0872397307780177,0.0223722671890567,-0.172025804429162,-0.0100707025182232,-0.130167835763505
422,"YAM_487",-74.20275,4.2764,3820,3,0.000568714736157272,-0.12164607987032,0.641005418688578,0.465775294491326,-0.0449359576761858,-0.885302545578111,-0.153438657606688,0.0375620725453649,0.0561562710611107,-0.0700474652976137,-0.065015348639296,-0.0275105997891711,-0.209139278671322
432,"YAM_497",-74.18807,4.29283,3828,3,0.000610052600846123,-0.496922584057096,0.899620018348154,0.116625243825085,0.494044883010997,-0.155029191894073,-0.200516549100466,-0.400942023769144,-0.091657601406975,-0.209522044076859,-0.0858843840257944,-0.14364868807003,-0.0116760308060727
441,"YAM_506",-74.25333,4.03777,4007,1,7.78008174727729e-05,1.36408587467161,0.839979130651155,-0.228619047554262,0.0385546423436916,0.29718519760579,0.434328438082055,-0.246948039908564,-0.0747142424396926,0.333833163323165,0.241717307376655,-0.0468256522200603,-0.0349353952034477
446,"YAM_511",-74.25472,4.05361,4102,2,3.89483614648967e-06,-0.517604747882771,0.0578817641208563,-0.137280626187308,-0.161100758554872,-0.0772566834968138,-0.414538697436013,-0.200523108948559,-0.132701452477581,0.193305649447309,-0.258553412299559,0.132027262262886,0.0200736810939522
