"Rownames.Meanphenodata","Collector.Collection.Number","Phenotypic.Group","Uncertainty"
844,"YAM_899",9,1.49896720480491e-07
845,"YAM_900",9,3.69667434770848e-05
846,"YAM_901",9,7.28734200053927e-05
847,"YAM_902",7,0.000183837588372038
848,"YAM_903",8,0.000474144745638561
849,"YAM_904",5,0.00020633390139102
850,"YAM_905",3,0.399134855749904
851,"YAM_906",3,1.38337035080482e-05
852,"YAM_907",4,0
853,"YAM_908",3,0.00744963130922682
854,"YAM_909",3,7.01189668250723e-06
867,"Vergara_8",4,1.43041992883841e-06
870,"Cuatrecasas_27070",4,0.000280825068116108
874,"Idrobo & Hernandez_2756",3,1.33296878873645e-05
877,"Cleef_8301",3,0.00286927584164154
880,"Betancur_8093",3,0.0175613782984402
882,"Uribe_5537",6,0.00479703120719943
885,"Uribe_4505",8,0.0214831731569586
893,"Garcia-Barriga_17193",7,0.0149525866860077
910,"Cuatrecasas_5517",6,0.0153058239192513
911,"Garcia-Barriga_8103",6,4.0372409212841e-05
912,"Cuatrecasas et al_25567",6,0.0028841669202434
913,"Uribe_2473",6,0.00121030717229775
916,"Humbert et al._26849",6,0.000253087549072384
919,"Garcia-Barriga_13390",6,0.000245550293645369
928,"Barclay & Juajibioy_6137",9,3.83873722135109e-05
934,"Fernandez & Jaramillo_1486",9,1.03648827054492e-06
938,"Uribe_6786",9,1.43898165716472e-07
943,"Barclay et al._3258",9,0.000116807084592718
945,"Humbert et al._26904",9,0.000303460021070845
953,"Dugang_2965",9,1.61684212487412e-05
958,"Garcia-Barriga_17392",9,0.00191575958702306
959,"Cleff_1575",1,1.3389478402237e-05
961,"Cleff_1573",1,0.0424504784724329
962,"Diaz et. al_2873",4,0
965,"Uribe_7033",1,3.83389694880165e-07
966,"Cuatrecasas & Jaramillo_28785",1,3.12751814746104e-06
967,"Cuatrecasas & Jaramillo_28789",1,0.00406462938627328
968,"Garcia-Barriga_8117",9,0.000165419006531553
970,"Uribe & Jaramillo_6895",1,1.97240219745876e-06
973,"Cuatrecasas_9527-A",7,0.00339409575103133
974,"Cuatrecasas_9527",6,0.000156734356624666
980,"Cuatrecasas & Jaramillo_25908",4,0
981,"LATP_010",5,4.72204183818992e-05
982,"LATP_009",5,1.57019608081344e-05
983,"LATP_006",5,1.03645738880331e-07
984,"LATP_011",5,1.91904505619789e-08
985,"DEG_823",9,0.0414416472478718
986,"DEG_812",9,2.07043244770944e-08
987,"DEG_808",9,1.06561032708896e-06
988,"DEG_825",9,2.32481575801469e-06
989,"DEG_822",9,0.000904724291804548
991,"DEG_819",9,0.000129057438304159
993,"JLMA_001",7,0.0125171776014454
994,"LATP_007",3,9.77679635899564e-05
995,"DEG_811",7,0.000510024331174863
996,"DEG_814",7,6.52004079306767e-05
997,"SAV_001",3,1.22229854581102e-05
998,"DEG_824",6,8.79599617142901e-07
1001,"LATP_008",3,0.0212314359069621
1003,"DEG_863_S152",3,0.0108657549785444
1004,"DEG_840",4,3.77956881780772e-06
1005,"DEG_837",5,7.45080376618468e-06
1006,"DEG_833",6,1.13766178000407e-06
1007,"DEG_841",8,0.00308535993530401
1008,"DEG_832",6,1.11481575593153e-06
1009,"DEG_842",5,1.73720349216921e-09
1010,"DEG_831",3,0.0398417631997446
1011,"DEG_835",8,0.000304489553191623
1012,"DEG_834",3,0.00261745217990039
1013,"DEG_846",3,0.00010660599231227
1014,"DEG_845",9,0.00912079941187915
1015,"DEG_855",9,8.56453552522396e-09
1016,"DEG_856",6,0.0147144956676357
1021,"YAM_1000",10,4.75040261349591e-07
1022,"YAM_1001",10,2.00931634886103e-07
1023,"YAM_1002",11,3.27893268092794e-11
1024,"YAM_1003",10,1.31260563529523e-08
1025,"YAM_1004",10,3.09434855516599e-09
1026,"YAM_1005",11,1.48816514666805e-11
1027,"YAM_1006",11,7.27800606337148e-07
1028,"YAM_1007",11,2.0016348578622e-09
1029,"YAM_1008",11,7.7745143656216e-11
1030,"YAM_1009",4,0
1031,"YAM_1010",10,0.00072268255821295
1032,"YAM_1011",10,3.38864872828637e-08
1033,"YAM_1012",11,3.29819949129728e-10
1034,"YAM_1013",11,9.57115686706089e-08
1035,"YAM_1014",10,2.10608641637577e-10
1036,"YAM_1015",11,1.12648979033736e-09
1037,"YAM_1016",10,5.77538017410006e-13
1038,"YAM_1017",10,9.44052493956349e-08
1039,"YAM_1018",10,1.02790420619669e-09
1040,"YAM_1019",11,2.10897965757795e-12
1041,"YAM_1020",10,8.60802096269708e-10
1042,"YAM_1021",11,1.22024834681156e-09
1043,"YAM_1022",10,1.39497423679025e-06
1044,"YAM_1023",10,0.00217987517196516
1045,"YAM_1024",11,1.73389524960044e-10
1046,"YAM_1025",11,8.21619088320347e-08
1047,"YAM_1026",11,3.86467169377624e-09
1048,"YAM_1027",10,4.54750237466328e-09
1049,"YAM_1028",10,2.40730538836331e-08
1050,"YAM_1029",10,7.14493766373892e-08
1051,"YAM_1030",10,2.32116884824052e-06
1052,"YAM_1031",11,0.000152311983632969
1053,"YAM_1032",11,1.65653947226119e-08
1054,"YAM_1033",11,1.16575516728723e-06
1055,"YAM_1034",10,0.00018215106166819
1056,"YAM_1035",10,1.19403598120016e-09
1057,"YAM_1036",10,5.70414127787355e-06
1058,"YAM_1037",10,0.00125877731313173
1059,"YAM_1038",10,1.18781214308861e-06
1060,"YAM_1039",10,1.9538217890247e-06
1061,"YAM_1040",10,1.73389155270209e-05
1062,"YAM_1041",10,4.11886518919546e-05
1063,"YAM_1042",4,7.92694798690263e-11
