"Collector.Collection.Number","Collector","Collection.Number","Longitude","Latitude","Altitude","Length.Lamina","Width.Lamina","Length.Synflorescence.Axis","Perimeter.Synflorescence.Axis","Number.Pairs.Sterile.Leaves.Per.Synflorescence","Number.Capitula.Per.Synflorescence","Length.Cyme.Peduncle","Diameter.Capitulum","Length.Sterile.Phyllary","Width.Sterile.Phyllary","Length.Ray.Flower.Corolla","Length.Disc.Flower.Corolla","Length.Disc.Flower.Tube","Type.Taxa","Cited.Cuatrecasas.Monograph.Taxa"
"YAM_307","Pineda Yam","307",-74.26306,4.18392,3688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_308","Pineda Yam","308",-74.26581,4.18251,3675,21.885,2.92733333333333,57,1.65,2.5,10.5,1.435,1.755,13.6233333333333,6.75333333333333,8.36,6.38666666666667,2.14333333333333,NA,NA
"YAM_309","Pineda Yam","309",-74.26581,4.18251,3675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_310","Pineda Yam","310",-74.27023,4.17782,3674,30.497,3.86766666666667,76.3333333333333,2.43333333333333,2.5,21,2.89,1.7525,10.4066666666667,6.38666666666667,8.87333333333333,5.84333333333333,2.00333333333333,NA,NA
"YAM_311","Pineda Yam","311",-74.27023,4.17782,3674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_312","Pineda Yam","312",-74.27858,4.18143,3622,35.0326666666667,4.02466666666667,73.3333333333333,1.7,0,14,2.67333333333333,1.555,15.45,8.08666666666667,10.45,6.39666666666667,3.31333333333333,NA,NA
"YAM_313","Pineda Yam","313",-74.27858,4.18143,3622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_314","Pineda Yam","314",-74.27807,4.18219,3641,19.714,3.03233333333333,41,3.7,0,31,2.36333333333333,1.73666666666667,11.1266666666667,4.92,10.3266666666667,6.64,1.97333333333333,NA,NA
"YAM_315","Pineda Yam","315",-74.26775,4.23526,3282,NA,NA,105.333333333333,1.86666666666667,3,19.3333333333333,2.29,1.825,NA,NA,NA,NA,NA,NA,NA
"YAM_316","Pineda Yam","316",-74.33895,3.8651,3657,17.8333333333333,1.63333333333333,58,1.5,5,26,2.135,1.42,9.36,3.80333333333333,7.94,5.31333333333333,4,NA,NA
"YAM_317","Pineda Yam","317",-74.43806,3.83695,3628,37.932,6.55666666666667,68,2.56666666666667,0,22,2.05666666666667,1.855,NA,NA,NA,NA,NA,NA,NA
"YAM_318","Pineda Yam","318",-74.43806,3.83695,3628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_319","Pineda Yam","319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_320","Pineda Yam","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_321","Pineda Yam","321",-74.26249,4.18777,3733,28.917,4.93866666666667,90.6666666666667,2.46666666666667,1.5,19.3333333333333,2.39,1.855,15.2266666666667,5.67,10.9366666666667,8.59666666666667,6.73333333333333,NA,NA
"YAM_322","Pineda Yam","322",-74.26249,4.18777,3733,34.6776666666667,5.31066666666667,82.3333333333333,3.36666666666667,3,17.3333333333333,1.94333333333333,1.8625,NA,NA,NA,NA,NA,NA,NA
"YAM_323","Pineda Yam","323",-74.26249,4.18777,3733,21.7736666666667,3.07866666666667,50.6666666666667,1.9,1,13,1.47833333333333,1.4925,10.9866666666667,7.45,10.1766666666667,6.03666666666667,1.69666666666667,NA,NA
"YAM_324","Pineda Yam","324",-74.26249,4.18777,3733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_325","Pineda Yam","325",-74.26916,4.19048,3788,33.2736666666667,4.73666666666667,50,2.46666666666667,1,6.33333333333333,1.966,2.0025,22.03,12.1066666666667,13.5766666666667,7.68,2.74,NA,NA
"YAM_326","Pineda Yam","326",-74.26916,4.19048,3788,28.5816666666667,3.8,51.3333333333333,2.5,3,13.6666666666667,3.20666666666667,2.155,NA,NA,NA,NA,NA,NA,NA
"YAM_327","Pineda Yam","327",-74.26916,4.19048,3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_328","Pineda Yam","328",-74.26916,4.19048,3788,26.4983333333333,3.46033333333333,62.3333333333333,1.4,2,9.66666666666667,2.32333333333333,2.18,13.2933333333333,7.02666666666667,9.56,6.66666666666667,2.17666666666667,NA,NA
"YAM_329","Pineda Yam","329",-74.26916,4.19048,3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_330","Pineda Yam","330",-74.26916,4.19048,3788,29.251,3.25133333333333,49.6666666666667,2.83333333333333,0,4.33333333333333,4.60333333333333,2.4875,NA,NA,NA,NA,NA,NA,NA
"YAM_331","Pineda Yam","331",-74.27805,4.19028,3806,38.34,2.70566666666667,56.3333333333333,2.46666666666667,0,5,4.84666666666667,2.8925,19.1266666666667,15.1,13.97,8.2,1.85,NA,NA
"YAM_332","Pineda Yam","332",-74.27805,4.19028,3806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_333","Pineda Yam","333",-74.27805,4.19028,3806,NA,NA,59.3333333333333,2.16666666666667,1,7,2.35666666666667,2.025,NA,NA,NA,NA,NA,NA,NA
"YAM_334","Pineda Yam","334",-74.27805,4.19028,3806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_335","Pineda Yam","335",-74.2825,4.19221,3808,19.8146666666667,3.38533333333333,48.3333333333333,2.23333333333333,1,8.66666666666667,3.065,2.4025,NA,NA,NA,NA,NA,NA,NA
"YAM_336","Pineda Yam","336",-74.2825,4.19221,3808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_337","Pineda Yam","337",-74.2765,4.18922,3833,20.129,3.69266666666667,52,1.5,2,10,2.54333333333333,1.3675,9.31,5.08333333333333,8.22666666666667,5.62333333333333,2.01,NA,NA
"YAM_338","Pineda Yam","338",-74.43085,3.8214,3899,22.5653333333333,3.10133333333333,38.6666666666667,1.63333333333333,0,8,2.155,1.59,14.2366666666667,3.03333333333333,9.27333333333333,5.67,4.38,NA,NA
"YAM_339","Pineda Yam","339",-74.43085,3.8214,3899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_340","Pineda Yam","340",-74.43302,3.82169,3933,27.107,4.234,42,2.13333333333333,0,8.66666666666667,2.65,1.9875,NA,NA,NA,NA,NA,NA,NA
"YAM_341","Pineda Yam","341",-74.43302,3.82169,3933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_342","Pineda Yam","342",-74.43305,3.82194,3900,28.426,4.01266666666667,37.3333333333333,1.87,0,6.66666666666667,1.61,2.4,NA,NA,NA,NA,NA,NA,NA
"YAM_343","Pineda Yam","343",-74.43305,3.82194,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_344","Pineda Yam","344",-74.43305,3.82194,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_345","Pineda Yam","345",-74.43861,3.82194,3801,36.712,5.297,60.3333333333333,2.5,0,10.3333333333333,1.15166666666667,1.6175,NA,NA,NA,NA,NA,NA,NA
"YAM_346","Pineda Yam","346",-74.43861,3.82194,3801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_347","Pineda Yam","347",-74.43072,3.8003,3649,38.7516666666667,4.67666666666667,65.6666666666667,2.03333333333333,0,19,1.80166666666667,1.7025,NA,NA,NA,NA,NA,NA,NA
"YAM_348","Pineda Yam","348",-74.43072,3.8003,3649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_349","Pineda Yam","349",-74.43436,3.79895,3747,39.58,4.87033333333333,57.3333333333333,2.26666666666667,0,22.3333333333333,1.19333333333333,1.4825,NA,NA,NA,NA,NA,NA,NA
"YAM_350","Pineda Yam","350",-74.43436,3.79895,3747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_351","Pineda Yam","351",-74.44579,3.83695,3598,32.329,4.91766666666667,60,1.9,0,20.3333333333333,1.71333333333333,1.7,11.51,3.02,11.2566666666667,5.76333333333333,4,NA,NA
"YAM_352","Pineda Yam","352",-74.44579,3.83695,3598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_353","Pineda Yam","353",-74.44,3.83,3675,34.2026666666667,4.955,52.6666666666667,1.8,0,13.6666666666667,3.78,1.6225,13.0433333333333,2.74666666666667,8.69666666666667,6.88666666666667,5.09,NA,NA
"YAM_354","Pineda Yam","354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_355","Pineda Yam","355",-74.42495,3.82546,3796,42.767,11.4165,52.6666666666667,3.16666666666667,2.5,13,3.91333333333333,2.49,20.07,13.2966666666667,15.7166666666667,11.4833333333333,5.14666666666667,NA,NA
"YAM_356","Pineda Yam","356",-74.44601,3.83092,3686,32.8273333333333,4.198,48.25,1.96666666666667,0,10,2.57166666666667,1.955,11.57,2.63666666666667,7.87666666666667,5.96,4.21333333333333,NA,NA
"YAM_357","Pineda Yam","357",-74.44601,3.83092,3686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_358","Pineda Yam","358",-74.4339,3.7997,3729,32.5916666666667,3.17466666666667,55.6666666666667,2.24666666666667,0,14.3333333333333,1.735,1.81,NA,NA,NA,NA,NA,NA,NA
"YAM_359","Pineda Yam","359",-74.4339,3.7997,3729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_360","Pineda Yam","360",-74.43108,3.79938,3657,33.5993333333333,5.55733333333333,77.6666666666667,3.53333333333333,0,23.3333333333333,2.77333333333333,1.5425,NA,NA,NA,NA,NA,NA,NA
"YAM_361","Pineda Yam","361",-74.43108,3.79938,3657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_362","Pineda Yam","362",-74.43038,3.79936,3645,32.251,3.55533333333333,66,2.46666666666667,1,21,1.88666666666667,2.13,NA,NA,NA,NA,NA,NA,NA
"YAM_363","Pineda Yam","363",-74.43038,3.79936,3645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_364","Pineda Yam","364",-74.29517,4.21261,3486,43.466,5.36266666666667,106.333333333333,2.03333333333333,1,13.3333333333333,1.71,1.795,13.9733333333333,6.08333333333333,9.30666666666667,7.84,4.90333333333333,NA,NA
"YAM_365","Pineda Yam","365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_366","Pineda Yam","366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_367","Pineda Yam","367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_368","Pineda Yam","368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_369","Pineda Yam","369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_370","Pineda Yam","370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_371","Pineda Yam","371",-74.34472,3.82612,3897,32.6013333333333,3.99733333333333,70.3333333333333,2.4,0,12.3333333333333,1.86166666666667,1.95,NA,NA,NA,NA,NA,NA,NA
"YAM_372","Pineda Yam","372",-74.34472,3.82612,3897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_373","Pineda Yam","373",-74.3664,3.83499,3788,28.8846666666667,3.02666666666667,62.6666666666667,1.96666666666667,0,12.3333333333333,2.33833333333333,1.6575,NA,NA,NA,NA,NA,NA,NA
"YAM_374","Pineda Yam","374",-74.3664,3.83499,3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_375","Pineda Yam","375",-74.3664,3.83499,3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_376","Pineda Yam","376",-74.34196,3.83194,3795,32.4986666666667,3.803,61.3333333333333,2.63333333333333,0,17.6666666666667,1.776,1.65,NA,NA,NA,NA,NA,NA,NA
"YAM_377","Pineda Yam","377",-74.34196,3.83194,3795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_378","Pineda Yam","378",-74.33472,3.83389,3856,30.202,3.861,43,1.7,0,7.66666666666667,2.28666666666667,2.375,12.37,4.275,11.14,7.52666666666667,2.14,NA,NA
"YAM_379","Pineda Yam","379",-74.33472,3.83389,3856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_380","Pineda Yam","380",-74.33635,3.8237,3914,31.8215,3.7835,50.3333333333333,2.2,0,3,10.5833333333333,3.7,NA,NA,NA,NA,NA,NA,NA
"YAM_381","Pineda Yam","381",-74.33635,3.8237,3914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_382","Pineda Yam","382",-74.33264,3.8255,3928,38.41,4.4775,58.6666666666667,3.43333333333333,0,3,21.4666666666667,3.7425,34.72,13.49,12.59,9.56666666666667,6.54,NA,NA
"YAM_383","Pineda Yam","383",-74.33249,3.825,3942,34.513,3.979,61,2.46666666666667,0,3,9.41666666666667,3.525,20.42,6.44,12.96,8.25666666666667,1.51,NA,NA
"YAM_384","Pineda Yam","384",-74.3325,3.82501,3942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_385","Pineda Yam","385",-74.33251,3.82502,3942,37.9093333333333,3.921,60.6666666666667,2.56666666666667,0,4.66666666666667,16.2833333333333,3.05,NA,NA,NA,NA,NA,NA,NA
"YAM_386","Pineda Yam","386",-74.33252,3.82503,3942,29.5,3.45,61.3333333333333,2.5,0,3,11.5833333333333,3.4825,NA,NA,NA,NA,NA,NA,NA
"YAM_387","Pineda Yam","387",-74.33266,3.8247,3939,33.245,5.93333333333333,44,1.77,0,9,9.37833333333333,2.685,23.76,6.56666666666667,12.7533333333333,8.13333333333333,2.6,NA,NA
"YAM_388","Pineda Yam","388",-74.33282,3.82573,3926,32.7463333333333,4.03833333333333,54.6666666666667,2.2,1,14.6666666666667,2.35166666666667,1.65,11.3233333333333,5.41666666666667,11.1766666666667,7.53333333333333,5.13333333333333,NA,NA
"YAM_389","Pineda Yam","389",-74.33289,3.82572,3929,33.5003333333333,4.343,41.3333333333333,3.16666666666667,0,6.33333333333333,6.08166666666667,1.8225,18.91,7.60333333333333,13.5666666666667,7.5,2.19,NA,NA
"YAM_390","Pineda Yam","390",-74.33665,3.82055,4063,28.7143333333333,3.899,51.6666666666667,2.5,0,3,8.91666666666667,3.225,NA,NA,NA,NA,NA,NA,NA
"YAM_391","Pineda Yam","391",-74.33666,3.82056,4063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_392","Pineda Yam","392",-74.33559,3.81859,4117,28.911,3.31633333333333,51,2.5,0,3,6.83333333333333,3.25,NA,NA,NA,NA,NA,NA,NA
"YAM_393","Pineda Yam","393",-74.33559,3.8186,4117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_394","Pineda Yam","394",-74.2897,4.2025,3666,26.3036666666667,3.26333333333333,72,2.06666666666667,1,12.3333333333333,1.18666666666667,1.69375,8.96,4.67,8.93,6.31666666666667,3.58333333333333,NA,NA
"YAM_395","Pineda Yam","395",-74.2897,4.2025,3666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_396","Pineda Yam","396",-74.28972,4.20028,3647,31.2273333333333,3.31566666666667,85.3333333333333,1.7,1,11,2.05,1.65,9.98666666666667,3.86333333333333,10.09,6.15,4.25333333333333,NA,NA
"YAM_397","Pineda Yam","397",-74.28972,4.20028,3647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_398","Pineda Yam","398",-74.28972,4.20028,3647,29.448,3.753,70,2.23333333333333,0,27,1.626,1.585,NA,NA,NA,NA,NA,NA,NA
"YAM_399","Pineda Yam","399",-74.28972,4.20028,3647,34.2,5.05966666666667,74.3333333333333,2.53333333333333,1,19.6666666666667,2.82833333333333,2.12,NA,NA,NA,NA,NA,NA,NA
"YAM_400","Pineda Yam","400",-74.28972,4.20028,3647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_401","Pineda Yam","401",-74.28805,4.19973,3696,28.9873333333333,2.74266666666667,76.3333333333333,2,1,12.6666666666667,1.88333333333333,2.3475,NA,NA,NA,NA,NA,NA,NA
"YAM_402","Pineda Yam","402",-74.28805,4.19973,3696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_403","Pineda Yam","403",-74.28777,4.19944,3718,18.3083333333333,2.63333333333333,73.3333333333333,1.6,1,11.6666666666667,1.8,1.2775,NA,NA,NA,NA,NA,NA,NA
"YAM_404","Pineda Yam","404",-74.28777,4.19944,3718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_405","Pineda Yam","405",-74.2936,4.19889,3610,44.0946666666667,5.26333333333333,93.6666666666667,2.5,0,15.3333333333333,2.66,1.22625,12.5866666666667,5.99333333333333,8.62333333333333,6.58333333333333,1.93333333333333,NA,NA
"YAM_406","Pineda Yam","406",-74.2936,4.19889,3610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_407","Pineda Yam","407",-74.2206,4.2836,3890,29.4973333333333,4.64833333333333,53.3333333333333,3.1,0,3.33333333333333,12.4166666666667,4.3325,NA,NA,NA,NA,NA,NA,NA
"YAM_408","Pineda Yam","408",-74.22186,4.28276,3920,24.0376666666667,3.621,42.6666666666667,3.03333333333333,0,5.66666666666667,3.135,3.51,NA,NA,NA,NA,NA,NA,NA
"YAM_409","Pineda Yam","409",-74.22186,4.28276,3920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_410","Pineda Yam","410",-74.22016,4.28363,3889,31.785,4.363,75,2,0,6.5,6.225,3.15,19.9933333333333,13.49,25.5033333333333,10.4833333333333,2.88333333333333,NA,NA
"YAM_411","Pineda Yam","411",-74.28843,4.21239,3578,43.3713333333333,3.547,143,1.96666666666667,1.5,28,1.66,1.54,10.0866666666667,4.61666666666667,7.76333333333333,6.21333333333333,2.72666666666667,NA,NA
"YAM_412","Pineda Yam","412",-74.29556,4.2043,3551,24.7496666666667,3.43533333333333,81,2.5,3.5,50,2.33333333333333,1.5725,12.2866666666667,5.44666666666667,9.79333333333333,7.6,4.30666666666667,NA,NA
"YAM_413","Pineda Yam","413",-74.29967,4.20053,3538,42.3793333333333,5.572,121.666666666667,2.3,0,22.3333333333333,1.95166666666667,1.64,13.2,5.89,10.0366666666667,7.80666666666667,2.62333333333333,NA,NA
"YAM_414","Pineda Yam","414",-74.29276,4.21783,3527,46.4743333333333,5.68666666666667,107.333333333333,2.36666666666667,0,25.3333333333333,2.55333333333333,1.6925,12.3233333333333,6.52,10.4933333333333,6.37,2.54333333333333,NA,NA
"YAM_415","Pineda Yam","415",-74.2907,4.20966,3587,46.7826666666667,3.71633333333333,83.3333333333333,2.76666666666667,0,5,8.78333333333333,2.83,20.7966666666667,14.03,17.1133333333333,8.53666666666667,2.19,NA,NA
"YAM_416","Pineda Yam","416",-74.29082,4.20229,3641,25.2046666666667,2.75166666666667,57.3333333333333,1.33333333333333,1,7,2.15666666666667,1.44,8.80666666666667,3.49,9.34333333333333,6.02333333333333,2.60666666666667,NA,NA
"YAM_417","Pineda Yam","417",-74.28983,4.20037,3647,32.8043333333333,3.78366666666667,83,2.75,1,6.5,6.072,2.8525,21.2366666666667,14.8933333333333,16.1533333333333,10.4733333333333,2.95666666666667,NA,NA
"YAM_418","Pineda Yam","418",-74.28981,4.20039,3647,37.4116666666667,4.434,78.6666666666667,2.23333333333333,0,10,2.39166666666667,1.5575,12.5333333333333,7.90666666666667,9.18333333333333,6.55333333333333,2.26,NA,NA
"YAM_419","Pineda Yam","419",-74.28981,4.20039,3647,22.5193333333333,2.59566666666667,62.3333333333333,1.83333333333333,2,13.6666666666667,2.10666666666667,1.325,NA,NA,NA,NA,NA,NA,NA
"YAM_420","Pineda Yam","420",-74.22052,4.28332,3893,34.044,5.08466666666667,71.3333333333333,2.03333333333333,4,9.33333333333333,1.88,1.9025,14.0766666666667,9.50333333333333,10.9233333333333,6.36666666666667,1.94666666666667,NA,NA
"YAM_421","Pineda Yam","421",-74.22152,4.27906,3779,28.5313333333333,4.07966666666667,73.3333333333333,2.16666666666667,0,7.33333333333333,4.6,2.79285714285714,NA,NA,NA,NA,NA,NA,NA
"YAM_422","Pineda Yam","422",-74.22152,4.27906,3779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_423","Pineda Yam","423",-74.22152,4.27906,3779,30.2683333333333,3.93066666666667,68,2.4,1,9,3.29833333333333,2.6425,NA,NA,NA,NA,NA,NA,NA
"YAM_424","Pineda Yam","424",-74.21918,4.27694,3769,37.155,4.665,78.6666666666667,3.53333333333333,0,6.33333333333333,9.16666666666667,3.71,NA,NA,NA,NA,NA,NA,NA
"YAM_425","Pineda Yam","425",-74.21696,4.28471,3848,30.7313333333333,4.946,54.3333333333333,3.5,0,5,5.33333333333333,4.34,NA,NA,NA,NA,NA,NA,NA
"YAM_426","Pineda Yam","426",-74.21696,4.28471,3848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_427","Pineda Yam","427",-74.21696,4.28471,3848,20.979,3.19566666666667,58,2.06666666666667,1,7.33333333333333,4.55,1.8525,NA,NA,NA,NA,NA,NA,NA
"YAM_428","Pineda Yam","428",-74.21696,4.28471,3848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_429","Pineda Yam","429",-74.21696,4.28471,3848,18.1783333333333,2.602,57.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_430","Pineda Yam","430",-74.21696,4.28471,3848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_431","Pineda Yam","431",-74.217,4.28472,3853,16.458,2.75466666666667,45,2.13333333333333,1,7.66666666666667,1.85333333333333,2.075,NA,NA,NA,NA,NA,NA,NA
"YAM_432","Pineda Yam","432",-74.217,4.28472,3853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_433","Pineda Yam","433",-74.217,4.28472,3853,36.9343333333333,4.728,60.6666666666667,3.53333333333333,0,5,7.03833333333333,3.83,NA,NA,NA,NA,NA,NA,NA
"YAM_434","Pineda Yam","434",-74.217,4.28472,3853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_435","Pineda Yam","435",-74.21664,4.28943,3927,15.733,3.301,36.6666666666667,1.76666666666667,0,6.33333333333333,2.25333333333333,2.2275,NA,NA,NA,NA,NA,NA,NA
"YAM_436","Pineda Yam","436",-74.21664,4.28943,3927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_437","Pineda Yam","437",-74.21833,4.29165,3801,32.0103333333333,5.222,53.6666666666667,3.23333333333333,0,5,11.3083333333333,3.6775,NA,NA,NA,NA,NA,NA,NA
"YAM_438","Pineda Yam","438",-74.21833,4.29165,3801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_439","Pineda Yam","439",-74.2228,4.28975,3670,21.5856666666667,3.445,48.6666666666667,2.1,0,14,1.80166666666667,1.925,NA,NA,NA,NA,NA,NA,NA
"YAM_440","Pineda Yam","440",-74.2228,4.28975,3670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_441","Pineda Yam","441",-74.2228,4.28975,3670,27.235,3.92933333333333,54.5,3.1,0,4.66666666666667,4.56166666666667,3.635,NA,NA,NA,NA,NA,NA,NA
"YAM_442","Pineda Yam","442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_443","Pineda Yam","443",-74.21611,4.27389,3935,25.2806666666667,3.571,57,2.6,0,5,6.3,3.685,NA,NA,NA,NA,NA,NA,NA
"YAM_444","Pineda Yam","444",-74.21611,4.27389,3935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_445","Pineda Yam","445",-74.21611,4.27389,3935,22.1663333333333,2.98533333333333,48.3333333333333,2.1,0,7,3.04,2.65,NA,NA,NA,NA,NA,NA,NA
"YAM_446","Pineda Yam","446",-74.21611,4.27389,3935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_447","Pineda Yam","447",-74.21611,4.27389,3935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_448","Pineda Yam","448",-74.21613,4.27555,3911,35.5976666666667,3.82466666666667,50.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_449","Pineda Yam","449",-74.21613,4.27555,3911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_450","Pineda Yam","450",-74.21613,4.27555,3911,21.4663333333333,2.90233333333333,59.6666666666667,1.93333333333333,1,6.66666666666667,3.4,1.8875,NA,NA,NA,NA,NA,NA,NA
"YAM_451","Pineda Yam","451",-74.21474,4.27527,3898,38.8216666666667,5.45766666666667,70.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_452","Pineda Yam","452",-74.21474,4.27527,3898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_453","Pineda Yam","453",-74.21443,4.27666,3861,41.0836666666667,5.47566666666667,83.3333333333333,2.9,0,5,4.33,3.9175,NA,NA,NA,NA,NA,NA,NA
"YAM_454","Pineda Yam","454",-74.21447,4.2881,3905,15.716,1.86766666666667,42.3333333333333,1.83333333333333,0.5,6.5,2.06666666666667,1.875,NA,NA,NA,NA,NA,NA,NA
"YAM_455","Pineda Yam","455",-74.21447,4.2881,3905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_456","Pineda Yam","456",-74.21447,4.2881,3905,24.367,3.32733333333333,51.3333333333333,1.93333333333333,0,6,2.194,2.38,NA,NA,NA,NA,NA,NA,NA
