"Collector.Collection.Number","Collector","Collection.Number","Longitude","Latitude","Altitude","Length.Lamina","Width.Lamina","Length.Synflorescence.Axis","Perimeter.Synflorescence.Axis","Number.Pairs.Sterile.Leaves.Per.Synflorescence","Number.Capitula.Per.Synflorescence","Length.Cyme.Peduncle","Diameter.Capitulum","Length.Sterile.Phyllary","Width.Sterile.Phyllary","Length.Ray.Flower.Corolla","Length.Disc.Flower.Corolla","Length.Disc.Flower.Tube","Type.Taxa","Cited.Cuatrecasas.Monograph.Taxa"
"YAM_163","Pineda Yam","163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_164","Pineda Yam","164",-74.2008,4.22318,3796,33.677,3.24666666666667,80.3333333333333,1.36666666666667,3,5.66666666666667,3.33333333333333,1.5875,16.0333333333333,5.63666666666667,13.3266666666667,6.52666666666667,2.26,NA,NA
"YAM_165","Pineda Yam","165",-74.2008,4.22318,3796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_166","Pineda Yam","166",-74.20095,4.22313,3784,38.3213333333333,4.31266666666667,87.3333333333333,2.63333333333333,2,11.6666666666667,3.10666666666667,2.425,16.88,7.22333333333333,12.8666666666667,7.06,2.61,NA,NA
"YAM_167","Pineda Yam","167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_168","Pineda Yam","168",-74.20139,4.228611,3500,38.1176666666667,6.10466666666667,93.3333333333333,2.56666666666667,0.5,17.6666666666667,3.36833333333333,2.325,NA,NA,NA,NA,NA,NA,NA
"YAM_169","Pineda Yam","169",-74.16877,4.22,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_170","Pineda Yam","170",-74.16877,4.22255,3438,27.748,2.42466666666667,67.5,1.65,1,12.5,2.24166666666667,1.515,NA,NA,NA,NA,NA,NA,NA
"YAM_171","Pineda Yam","171",-74.16886,4.22242,3438,19.1033333333333,1.59733333333333,51,1.16666666666667,1.5,12.6666666666667,1.905,1.23,NA,NA,NA,NA,NA,NA,NA
"YAM_172","Pineda Yam","172",-74.16886,4.22242,3437,34.4756666666667,3.74433333333333,85.3333333333333,2.53333333333333,1,13.6666666666667,4.32166666666667,3.11285714285714,NA,NA,NA,NA,NA,NA,NA
"YAM_173","Pineda Yam","173",-74.16886,4.22242,3437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_174","Pineda Yam","174",-74.16886,4.22242,3437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_175","Pineda Yam","175",-74.17613,4.21507,3506,25.8036666666667,2.96666666666667,76.6666666666667,2.06666666666667,1,31.6666666666667,1.81166666666667,1.7025,NA,NA,NA,NA,NA,NA,NA
"YAM_176","Pineda Yam","176",-74.17615,4.21501,3508,39.8436666666667,4.99366666666667,57.6666666666667,2.23333333333333,0.5,15.3333333333333,3.19666666666667,2.12666666666667,9.3,4.94,15.64,6.29666666666667,2.12666666666667,NA,NA
"YAM_177","Pineda Yam","177",-74.17615,4.21501,3508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_178","Pineda Yam","178",-74.17615,4.21501,3508,40.323,5.49166666666667,104.666666666667,2.26666666666667,2,18.6666666666667,4.055,1.764,10.3533333333333,4.40333333333333,10.935,5.98666666666667,1.56666666666667,NA,NA
"YAM_178A","Pineda Yam","178A",-74.17605,4.21508,3514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_179","Pineda Yam","179",-74.24751,4.21637,3680,29.7843333333333,1.516,98.3333333333333,1.66666666666667,3,21,2.60666666666667,1.3275,NA,NA,NA,NA,NA,NA,NA
"YAM_179A","Pineda Yam","179A",-74.24751,4.21637,3680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_180A","Pineda Yam","180A",-74.24751,4.21637,3680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_180","Pineda Yam","180",-74.24751,4.21637,3680,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_181","Pineda Yam","181",-74.17569,4.21231,3519,37.3276666666667,2.77866666666667,53.3333333333333,1.45,1,21.5,1.70666666666667,1.3975,4.63333333333333,3.50666666666667,4.59666666666667,3.56333333333333,1.84,NA,NA
"YAM_181A","Pineda Yam","181A",-74.17569,4.21231,3519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_182","Pineda Yam","182",-74.17566,4.21224,3518,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_183","Pineda Yam","183",-74.17566,4.21224,3518,35.408,4.241,51,1.7,0.5,7.66666666666667,3.54333333333333,2.09833333333333,12.7433333333333,6.2,13.05,5.27,2.475,NA,NA
"YAM_184","Pineda Yam","184",-74.17667,4.2061,3569,41.4175,4.3525,73.6666666666667,1.9,1,19,4.33,1.75625,10.5566666666667,4.98666666666667,8.12666666666667,6.09666666666667,1.70666666666667,NA,NA
"YAM_185","Pineda Yam","185",-74.17667,4.2061,3569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_186","Pineda Yam","186",-74.17656,4.20625,3570,29.9063333333333,1.98066666666667,108.666666666667,1.66666666666667,2,20,1.07,1.3675,5.32333333333333,3.41333333333333,2.92333333333333,4.11,1.58,NA,NA
"YAM_187","Pineda Yam","187",-74.17656,4.20625,3570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_188","Pineda Yam","188",-74.17967,4.20489,3614,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_189","Pineda Yam","189",-74.17967,4.20489,3614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_190","Pineda Yam","190",-74.17967,4.20489,3633,37.2736666666667,4.375,75.5,1.63333333333333,1,9,3.19166666666667,1.85,11.4733333333333,3.53333333333333,9.82,5.86333333333333,1.96333333333333,NA,NA
"YAM_191","Pineda Yam","191",-74.17967,4.20489,3634,24.595,2.51166666666667,65,1.55,1,8,1.27383333333333,1.3075,14.09,5.91333333333333,11.14,5.77333333333333,1.57,NA,NA
"YAM_192","Pineda Yam","192",-74.17967,4.20489,3635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_193","Pineda Yam","193",-74.17967,4.20489,3636,30.5403333333333,3.74666666666667,40.75,1.43333333333333,0.5,11,1.96166666666667,1.815,14.4466666666667,6.10666666666667,6.91666666666667,5.49,1.605,NA,NA
"YAM_194","Pineda Yam","194",-74.17967,4.20489,3637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_195","Pineda Yam","195",-74.17967,4.20489,3638,32.7443333333333,3.507,79.6666666666667,1.23333333333333,3,8.66666666666667,1.345,1.6875,13.9166666666667,6.20333333333333,14.4666666666667,7.07333333333333,2.51666666666667,NA,NA
"YAM_196","Pineda Yam","196",-74.17967,4.20489,3639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_197","Pineda Yam","197",-74.17967,4.20489,3640,36.178,4.068,85.5666666666667,2.03333333333333,3,8,2.69333333333333,1.775,14.9733333333333,8.78333333333333,11.33,6.16666666666667,1.63333333333333,NA,NA
"YAM_198","Pineda Yam","198",-74.17967,4.20489,3641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_199","Pineda Yam","199",-74.17967,4.20489,3642,34.3543333333333,5.24366666666667,49.6333333333333,2.53333333333333,4,7,1.2,1.91,15.94,10.2533333333333,10.0933333333333,5.93333333333333,2.06666666666667,NA,NA
"YAM_200","Pineda Yam","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_201","Pineda Yam","201",-74.24821,4.21256,3686,41.663,5.608,62.5,3.35,0,5,6.83333333333333,3.0375,35.3866666666667,16.5933333333333,17.45,9.55666666666667,6.65666666666667,NA,NA
"YAM_202","Pineda Yam","202",-74.2558,4.2152,3744,24.151,3.784,65.3333333333333,2.43333333333333,1,12.6666666666667,2.71833333333333,1.7575,NA,NA,NA,NA,NA,NA,NA
"YAM_203","Pineda Yam","203",-74.2558,4.2152,3744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_204","Pineda Yam","204",-74.2527,4.2078,3829,26.6916666666667,4.43333333333333,61.6666666666667,2.4,0.5,11.3333333333333,2.34166666666667,1.4275,10.3466666666667,6.74,9.40333333333333,7.26,3.26333333333333,NA,NA
"YAM_205","Pineda Yam","205",-74.2527,4.2078,3829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_206","Pineda Yam","206",-74.25844,4.20205,3864,39.9263333333333,6.289,68.3333333333333,2.96666666666667,0,3.33333333333333,17.35,4.05,NA,NA,NA,NA,NA,NA,NA
"YAM_207","Pineda Yam","207",-74.25862,4.20215,3865,32.9416666666667,5.45533333333333,55.3333333333333,2.03333333333333,1,5.33333333333333,7.66833333333333,2.71,17.7133333333333,15.5933333333333,10.09,6.77666666666667,4.53666666666667,NA,NA
"YAM_208","Pineda Yam","208",-74.26478,4.20052,3878,18.1533333333333,2.50866666666667,51.6666666666667,1.5,1,5.33333333333333,4.21833333333333,2.205,NA,NA,NA,NA,NA,NA,NA
"YAM_209","Pineda Yam","209",-74.26478,4.20052,3878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_210","Pineda Yam","210",-74.26591,4.20774,3778,30.1226666666667,4.43533333333333,60.6666666666667,3.53333333333333,0,7,2.90666666666667,2.7225,NA,NA,NA,NA,NA,NA,NA
"YAM_211","Pineda Yam","211",-74.26591,4.20774,3778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_212","Pineda Yam","212",-74.26381,4.20545,3838,40.3413333333333,5.09533333333333,76,3.06666666666667,0,5,8.71166666666667,4.0825,NA,NA,NA,NA,NA,NA,NA
"YAM_213","Pineda Yam","213",-74.26381,4.20545,3838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_214","Pineda Yam","214",-74.26802,4.2108,3769,17.0326666666667,2.944,61,1.6,0,8.66666666666667,2.93833333333333,1.8525,NA,NA,NA,NA,NA,NA,NA
"YAM_215","Pineda Yam","215",-74.26802,4.2108,3769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_216","Pineda Yam","216",-74.27052,4.21423,3647,29.22,3.88733333333333,109.333333333333,2.25,1,13,3.05,1.8975,NA,NA,NA,NA,NA,NA,NA
"YAM_217","Pineda Yam","217",-74.27052,4.21423,3647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_218","Pineda Yam","218",-74.28663,4.2177,3568,35.0783333333333,3.77866666666667,53,1.96666666666667,1,17.6666666666667,2.31,1.1725,7.08333333333333,3.50333333333333,7.44333333333333,6.01333333333333,2.28,NA,NA
"YAM_219","Pineda Yam","219",-74.28664,4.2177,3568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_220","Pineda Yam","220",-74.28622,4.21838,3579,45.9756666666667,2.86633333333333,79,2.76666666666667,0,6.33333333333333,6.46833333333333,2.675,22.77,14.9666666666667,13.1166666666667,8.59666666666667,5.41333333333333,NA,NA
"YAM_221","Pineda Yam","221",-74.28622,4.21838,3579,50.393,4.279,94.6666666666667,4.43333333333333,0,9.66666666666667,5.05166666666667,3.91,NA,NA,NA,NA,NA,NA,NA
"YAM_222","Pineda Yam","222",-74.28622,4.21838,3579,24.066,3.277,62.3333333333333,1.66666666666667,1,7.33333333333333,1.18166666666667,1.1575,13.09,5.89,10.18,5.84333333333333,1.85666666666667,NA,NA
"YAM_223","Pineda Yam","223",-74.28622,4.21838,3579,25.0646666666667,3.24333333333333,66.3333333333333,2.5,1,15.6666666666667,1.57833333333333,1.45,NA,NA,NA,NA,NA,NA,NA
"YAM_224","Pineda Yam","224",-74.28622,4.21838,3579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_225","Pineda Yam","225",-74.28622,4.21838,3579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_226","Pineda Yam","226",-74.28622,4.21838,3579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_227","Pineda Yam","227",-74.28622,4.21838,3579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_228","Pineda Yam","228",-74.18519,4.2203,3585,40.1443333333333,2.98533333333333,60,3.6,0,7,9.93166666666667,3.0975,NA,NA,NA,NA,NA,NA,NA
"YAM_229","Pineda Yam","229",-74.18519,4.2203,3585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_230","Pineda Yam","230",-74.18519,4.2203,3585,31.8656666666667,3.01966666666667,53.6666666666667,2.33333333333333,0,5.66666666666667,2.345,3.0775,NA,NA,NA,NA,NA,NA,NA
"YAM_231","Pineda Yam","231",-74.18519,4.2203,3585,27.9786666666667,3.29833333333333,68.3333333333333,2.15333333333333,0.5,14.6666666666667,2.26833333333333,1.975,NA,NA,NA,NA,NA,NA,NA
"YAM_232","Pineda Yam","232",-74.18519,4.2203,3585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_233","Pineda Yam","233",-74.18519,4.2203,3585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_234","Pineda Yam","234",-74.18519,4.2203,3585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_235","Pineda Yam","235",-74.18519,4.2203,3585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_236","Pineda Yam","236",-74.28833,4.220556,3568,28.919,2.90766666666667,59.6666666666667,1.46666666666667,1,6,1.945,1.31,NA,NA,NA,NA,NA,NA,NA
"YAM_237","Pineda Yam","237",-74.25549,4.21636,3682,34.3436666666667,5.943,83.6666666666667,2.7,1,20.3333333333333,2.43166666666667,1.6825,NA,NA,NA,NA,NA,NA,NA
"YAM_238","Pineda Yam","238",-74.25562,4.21633,3684,29.7005,3.14,90.3333333333333,2.13333333333333,1,11.3333333333333,2.005,1.584,9.53,4.77333333333333,11.0066666666667,4.97,3.13666666666667,NA,NA
"YAM_239","Pineda Yam","239",-74.25549,4.21636,3682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_240","Pineda Yam","240",-74.24809,4.21535,3683,41.8323333333333,4.66233333333333,58.3333333333333,2.46666666666667,0,5,4.315,3.3075,NA,NA,NA,NA,NA,NA,NA
"YAM_241","Pineda Yam","241",-74.24809,4.21535,3683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_242","Pineda Yam","242",-74.24809,4.21535,3683,28.5756666666667,3.738,82.6666666666667,1.96666666666667,1,13.3333333333333,2.53666666666667,2.4575,NA,NA,NA,NA,NA,NA,NA
"YAM_243","Pineda Yam","243",-74.24809,4.21535,3683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_244","Pineda Yam","244",-74.26377,4.20047,3871,18.0443333333333,2.546,51.6666666666667,1.73333333333333,1,7.33333333333333,2.20833333333333,2.2275,NA,NA,NA,NA,NA,NA,NA
"YAM_245","Pineda Yam","245",-74.26377,4.20047,3871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_246","Pineda Yam","246",-74.26377,4.20047,3871,20.7266666666667,2.91,40.6666666666667,1.63333333333333,1,9.33333333333333,2.48333333333333,1.4225,10.88,5.54,11.2133333333333,5.79666666666667,2.14,NA,NA
"YAM_247","Pineda Yam","247",-74.26378,4.20004,3861,26.799,3.544,63.3333333333333,1.9,2,9.66666666666667,2.595,1.925,17.0266666666667,5.29666666666667,12.7566666666667,7.02,2.08,NA,NA
"YAM_248","Pineda Yam","248",-74.26378,4.20004,3861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_249","Pineda Yam","249",-74.26397,4.20012,3864,38.981,3.92966666666667,49,2.13333333333333,0,5,5.36666666666667,3.495,NA,NA,NA,NA,NA,NA,NA
"YAM_250","Pineda Yam","250",-74.26397,4.20012,3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_251","Pineda Yam","251",-74.26497,4.20034,3888,13.2646666666667,2.24133333333333,40.3333333333333,1.36666666666667,1,7,1.1275,1.8225,12.28,5.7,9.78333333333333,6.30333333333333,4.14666666666667,NA,NA
"YAM_252","Pineda Yam","252",-74.26497,4.20034,3888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_253","Pineda Yam","253",-74.27158,4.19747,3886,18.6006666666667,2.91233333333333,49.3333333333333,1.46666666666667,0.5,9.33333333333333,1.125,1.915,12.77,6.47,9.04333333333333,5.66333333333333,2.13,NA,NA
"YAM_254","Pineda Yam","254",-74.27158,4.19747,3886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_255","Pineda Yam","255",-74.27725,4.19965,3823,23.7243333333333,3.22866666666667,61.6666666666667,1.75,3,7,1.48666666666667,1.9875,12.32,5.38666666666667,12.42,7.29333333333333,2.69666666666667,NA,NA
"YAM_256","Pineda Yam","256",-74.27725,4.19965,3823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_257","Pineda Yam","257",-74.28162,4.19924,3779,NA,NA,32.5,1.05,2,5,0.855,1.225,8.22333333333333,3.15,10.5066666666667,6.74666666666667,2.60333333333333,NA,NA
"YAM_258","Pineda Yam","258",-74.28162,4.19924,3779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_259","Pineda Yam","259",-74.28397,4.20249,3715,40.861,3.99566666666667,79.3333333333333,2.23333333333333,0,5,3.40833333333333,2.8775,24.6833333333333,20.27,16.7166666666667,9.44333333333333,5.65,NA,NA
"YAM_260","Pineda Yam","260",-74.28168,4.20643,3670,41.398,4.43533333333333,79.6666666666667,3.56666666666667,0,5,5.49333333333333,2.83,24.4466666666667,14.3566666666667,15.9166666666667,9.83,6.99666666666667,NA,NA
"YAM_261","Pineda Yam","261",-74.28171,4.20647,3670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_262","Pineda Yam","262",-74.28161,4.20653,3670,44.2183333333333,4.35466666666667,93.3333333333333,3.25,0,14,6.05666666666667,1.39,NA,NA,NA,NA,NA,NA,NA
"YAM_263","Pineda Yam","263",-74.29304,4.21882,3470,36.046,6.21966666666667,69.5,1.75,0,12,1.77666666666667,1.31,10.4766666666667,6.35666666666667,9.26,6.42666666666667,2.16333333333333,NA,NA
"YAM_264","Pineda Yam","264",-74.29304,4.21882,3470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_265","Pineda Yam","265",-74.29296,4.22128,3526,37.843,4.89666666666667,74,2.36666666666667,0,13.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_266","Pineda Yam","266",-74.209432,4.2256,3471,37.27,5.947,97.3333333333333,2.3,1,21,2.50666666666667,1.9475,NA,NA,NA,NA,NA,NA,NA
"YAM_267","Pineda Yam","267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_268","Pineda Yam","268",-74.27456,4.21576,3604,NA,4.85033333333333,89.3333333333333,2.43333333333333,2,9,3.258,2.0325,NA,NA,NA,NA,NA,NA,NA
"YAM_269","Pineda Yam","269",-74.27818,4.22159,3558,NA,3.081,70.6666666666667,1.76666666666667,2,12.3333333333333,1.475,1.525,NA,NA,NA,NA,NA,NA,NA
"YAM_270","Pineda Yam","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_271","Pineda Yam","271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_272","Pineda Yam","272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_273","Pineda Yam","273",-74.23139,4.21471,3811,NA,3.94666666666667,67.3333333333333,1.86666666666667,2,12.6666666666667,1.16166666666667,1.5975,12.7833333333333,6.84333333333333,13.5233333333333,7.78666666666667,2.72333333333333,NA,NA
"YAM_274","Pineda Yam","274",-74.23139,4.21471,3811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_275","Pineda Yam","275",-74.23139,4.21471,3811,NA,3.608,71.6666666666667,4.26666666666667,0,7.66666666666667,7.33333333333333,3.7225,NA,NA,NA,NA,NA,NA,NA
"YAM_276","Pineda Yam","276",-74.23139,4.21471,3811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_277","Pineda Yam","277",-74.23139,4.21471,3811,NA,3.96033333333333,59.3333333333333,2.66666666666667,0.5,19.3333333333333,3.89166666666667,1.76,NA,NA,NA,NA,NA,NA,NA
"YAM_278","Pineda Yam","278",-74.23139,4.21471,3810,NA,4.38466666666667,104.5,2.66666666666667,0,22.6666666666667,2.82333333333333,1.84,NA,NA,NA,NA,NA,NA,NA
"YAM_279","Pineda Yam","279",-74.23139,4.21471,3811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_280","Pineda Yam","280",-74.23139,4.21471,3811,NA,4.479,64.1666666666667,2.06666666666667,0,3,9.33333333333333,3.515,NA,NA,NA,NA,NA,NA,NA
"YAM_281","Pineda Yam","281",-74.23139,4.21471,3811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_282","Pineda Yam","282",-74.28613,4.23301,3493,NA,5.51233333333333,103.666666666667,1.96666666666667,0,14,2.49833333333333,1.7125,13.2833333333333,7.04,11.2566666666667,7.03,2.78333333333333,NA,NA
"YAM_283","Pineda Yam","283",-74.26917,4.19639,3843,NA,2.10266666666667,68.3333333333333,1.33333333333333,1,11.3333333333333,2.98333333333333,1.6125,10.3366666666667,3.48,7.99,5.84,1.41666666666667,NA,NA
"YAM_284","Pineda Yam","284",-74.26917,4.19639,3843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_285","Pineda Yam","285",-74.26917,4.19639,3843,21.7286666666667,2.91033333333333,63.6666666666667,2.16666666666667,1,7,2.85333333333333,2.6075,NA,NA,NA,NA,NA,NA,NA
"YAM_286","Pineda Yam","286",-74.26917,4.19639,3843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_287","Pineda Yam","287",-74.26355,4.19561,3790,26.9806666666667,3.67033333333333,86.6666666666667,1.76666666666667,2,16.3333333333333,2.06166666666667,1.8375,12.0033333333333,6.97666666666667,8.44,6.07333333333333,1.48333333333333,NA,NA
"YAM_288","Pineda Yam","288",-74.26295,4.19551,3779,29.7406666666667,3.253,66,2.2,2,11,3.55,2.0975,20.9333333333333,12.3833333333333,11.6066666666667,7.57,2.29333333333333,NA,NA
"YAM_289","Pineda Yam","289",-74.26325,4.19554,3784,33.594,3.667,59.3333333333333,2.96666666666667,0,3.66666666666667,7.33333333333333,2.695,NA,NA,NA,NA,NA,NA,NA
"YAM_290","Pineda Yam","290",-74.26645,4.21575,3612,39.2416666666667,5.23333333333333,91.3333333333333,2.06666666666667,1,21.6666666666667,1.46333333333333,1.8175,12.6233333333333,6.52,13.4333333333333,5.95333333333333,4.47,NA,NA
"YAM_291","Pineda Yam","291",-74.26645,4.21575,3612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_292","Pineda Yam","292",-74.23093,4.20561,3784,31.511,4.404,81,2.16666666666667,1,17,2.895,1.6925,12.3666666666667,4.27,10.73,6.01666666666667,0.87,NA,NA
"YAM_293","Pineda Yam","293",-74.23093,4.20561,3784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_294","Pineda Yam","294",-74.23469,4.20434,3924,24.74,2.971,54.6666666666667,1.8,2,7,1.68,1.9125,14.3966666666667,7.35666666666667,12.61,5.75333333333333,1.37666666666667,NA,NA
"YAM_295","Pineda Yam","295",-74.23512,4.20227,3925,25.0813333333333,4.77966666666667,73.3333333333333,2.03333333333333,1.5,12.3333333333333,2.15666666666667,2.175,15.0933333333333,6.31,12.86,6.60333333333333,4.27,NA,NA
"YAM_296","Pineda Yam","296",-74.2355,4.20116,3931,25.8576666666667,5.48433333333333,56.5,2,2,7,3.07,1.82666666666667,15.33,8.37,12.7866666666667,6.14333333333333,5.23666666666667,NA,NA
"YAM_297","Pineda Yam","297",-74.2355,4.20116,3931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_298","Pineda Yam","298",-74.23619,4.19973,3902,29.034,5.387,57.3333333333333,2.83333333333333,1.5,9,1.9,2.015,17.4633333333333,16.95,9.33,6.27333333333333,3.80666666666667,NA,NA
"YAM_299","Pineda Yam","299",-74.23619,4.19973,3902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_300","Pineda Yam","300",-74.23764,4.19453,3853,30.3753333333333,3.90233333333333,75.6666666666667,2,1,11.6666666666667,1.228,1.7,11.1466666666667,NA,11.5666666666667,6.02333333333333,1.70666666666667,NA,NA
"YAM_301","Pineda Yam","301",-74.23764,4.19453,3853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_302","Pineda Yam","302",-74.23872,4.19767,3880,35.2326666666667,4.64866666666667,76,3.56666666666667,0,3,16.45,4.575,NA,NA,NA,NA,NA,NA,NA
"YAM_303","Pineda Yam","303",-74.23816,4.19772,3979,35.7493333333333,5.011,58.6666666666667,2.83333333333333,1,5.66666666666667,11.03,2.405,15.94,11.46,11.2833333333333,7.79666666666667,1.85,NA,NA
"YAM_304","Pineda Yam","304",-74.25113,4.19473,3755,34.7156666666667,3.666,84.3333333333333,2.73333333333333,2,16,3.3,2.1125,14.1066666666667,8.02,8.03,5.85,1.57,NA,NA
"YAM_305","Pineda Yam","305",-74.25113,4.19473,3755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_306","Pineda Yam","306",-74.26306,4.18392,3688,30.2013333333333,3.47833333333333,110.333333333333,2.03333333333333,3.5,12,2.46333333333333,1.61,16.3933333333333,5.53333333333333,9.23666666666667,5.78666666666667,1.62666666666667,NA,NA
